ticker,rv_current,rv_percentile,rv_52w_min,rv_52w_max,rv_20,rv_60,rv_term_structure,atr_pct,atr_pct_percentile,expansion_ratio,expansion_tier,adv_30d,adv_90d,close_price,last_date,cv_30,range_rel_20,volume_spike_180,is_compressed,is_deal_pending,is_straddle_candidate,rank_rv_pct,rank_atr_pct,rank_term_structure,borda_score,borda_rank,name,type,market_cap,next_earnings_date,days_to_earnings
LBRT,53.38,65.61,51.98,78.81,33.72,46.12,0.731,4.425,13.49,1.48,INSUFFICIENT,3654521,4400893,31.95,2026-05-26,0.07551,0.03947,7.2,False,False,False,,,,,,Liberty Energy Inc.,Common Stock,5196015104.0,2026-07-22,56.0
ASTS,111.17,65.74,72.87,119.23,120.67,107.35,1.124,8.475,42.46,1.07,INSUFFICIENT,22312620,16876093,119.7,2026-05-26,0.14567,0.09321,3.5,False,False,False,,,,,,Ast Spacemobile Inc,Common Stock,41086869504.0,,
TS,29.2,66.01,24.94,37.52,31.15,25.81,1.207,3.018,4.76,1.28,INSUFFICIENT,1846156,1866807,62.69,2026-05-26,0.02906,0.01784,3.42,False,False,False,,,,,,Tenaris SA ADR,Common Stock,31101952000.0,2026-08-05,70.0
AMH,21.75,66.14,16.63,27.29,25.11,20.94,1.199,2.176,17.86,1.25,INSUFFICIENT,3125360,3756133,32.04,2026-05-26,0.02548,0.02079,8.57,False,False,False,,,,,,American Homes 4 Rent,Common Stock,13254340608.0,2026-07-30,64.0
RIOT,92.98,66.27,72.44,94.33,89.51,84.34,1.061,5.973,9.13,1.01,INSUFFICIENT,19344078,18988683,26.08,2026-05-26,0.15963,0.05726,3.46,False,False,False,,,,,,"Riot Platforms, Inc.",Common Stock,9810339840.0,2026-07-30,64.0
MPLX,16.02,66.8,13.92,27.03,18.32,15.72,1.165,1.891,0.0,1.69,INSUFFICIENT,2400515,1974146,56.47,2026-05-26,0.01406,0.01936,4.42,False,False,False,,,,,,MPLX LP,Common Stock,57302011904.0,2026-08-04,69.0
SMCI,104.96,67.06,57.42,112.57,99.47,115.42,0.862,7.231,78.57,1.07,INSUFFICIENT,36271779,37269342,37.1,2026-05-26,0.10312,0.06212,8.91,False,False,False,,,,,,Super Micro Computer Inc,Common Stock,22312626176.0,2026-08-04,69.0
ERIC,32.77,67.2,22.99,42.48,28.16,33.04,0.852,2.504,13.49,1.3,INSUFFICIENT,10976751,10195157,13.72,2026-05-26,0.05749,0.02275,6.31,False,False,False,,,,,,Telefonaktiebolaget LM Ericsson B ADR,Common Stock,44868403200.0,2026-07-14,48.0
GLBE,53.81,67.33,37.47,78.4,56.9,48.09,1.183,5.426,84.13,1.46,INSUFFICIENT,1573614,1584336,29.68,2026-05-26,0.0563,0.05169,7.11,False,False,False,,,,,,Global-E Online Ltd,Common Stock,5030623744.0,2026-08-12,77.0
MIR,48.48,67.33,40.21,66.45,43.62,48.22,0.905,4.478,53.17,1.37,INSUFFICIENT,3873144,3585548,18.0,2026-05-26,0.039,0.0484,11.39,False,False,False,,,,,,Mirion Technologies Inc,Common Stock,4557935616.0,2026-07-28,62.0
PEG,20.12,67.46,16.95,26.44,20.11,20.1,1.0,1.818,2.38,1.31,INSUFFICIENT,2803257,2885650,80.07,2026-05-26,0.02056,0.01853,2.67,False,False,False,,,,,,Public Service Enterprise Group Inc,Common Stock,39900594176.0,2026-08-04,69.0
MRK,26.18,67.72,22.79,35.67,28.42,26.22,1.084,2.325,9.52,1.36,INSUFFICIENT,9267926,10653987,119.72,2026-05-26,0.02829,0.02276,4.19,False,False,False,,,,,,Merck & Company Inc,Common Stock,295687389184.0,2026-08-04,69.0
MRVL,62.39,67.72,48.72,90.23,65.55,69.83,0.939,6.567,96.83,1.45,INSUFFICIENT,26439430,22052172,208.26,2026-05-26,0.1079,0.06109,5.17,False,False,False,,,,,,Marvell Technology Group Ltd,Common Stock,182342696960.0,2026-05-27,0.0
ADM,27.27,67.86,23.99,33.82,27.48,29.42,0.934,3.02,16.67,1.24,INSUFFICIENT,3845753,3949389,78.01,2026-05-26,0.06609,0.03101,4.98,False,False,False,,,,,,Archer-Daniels-Midland Company,Common Stock,37597429760.0,2026-08-04,69.0
PCG,27.09,67.99,23.49,32.68,27.95,26.18,1.068,2.836,68.25,1.21,INSUFFICIENT,21497559,22351490,16.42,2026-05-26,0.02671,0.02565,3.12,False,False,False,,,,,,PG&E Corp,Common Stock,36160528384.0,2026-07-30,64.0
ENB,18.14,67.99,12.33,21.96,20.19,16.51,1.222,2.141,3.97,1.21,INSUFFICIENT,4832720,5095927,57.01,2026-05-26,0.03806,0.0184,5.01,False,False,False,,,,,,Enbridge Inc,Common Stock,124492529664.0,2026-07-31,65.0
CLF,67.87,67.99,58.33,94.9,59.23,59.14,1.002,4.645,24.6,1.4,INSUFFICIENT,17106420,17890887,11.98,2026-05-26,0.06518,0.04441,4.37,False,False,False,,,,,,Cleveland-Cliffs Inc,Common Stock,6833567232.0,2026-07-20,54.0
PTEN,49.0,68.12,39.97,79.48,43.44,53.76,0.808,4.629,19.44,1.62,INSUFFICIENT,8789524,10264599,12.12,2026-05-26,0.08098,0.04279,2.51,False,False,False,,,,,,Patterson-UTI Energy Inc,Common Stock,4600966144.0,2026-07-22,56.0
BW,131.79,68.12,110.93,192.78,127.83,148.03,0.864,10.607,54.76,1.46,INSUFFICIENT,3751686,3971934,19.65,2026-05-26,0.13452,0.09701,10.22,False,False,False,,,,,,Babcock & Wilcox Enterprises Inc,Common Stock,2890463744.0,,
MMM,30.48,68.12,22.13,38.41,27.92,27.81,1.004,2.546,25.79,1.26,INSUFFICIENT,4038807,4166153,154.03,2026-05-26,0.02646,0.0222,3.96,False,False,False,,,,,,3M Company,Common Stock,80337002496.0,2026-07-21,55.0
WU,29.53,68.39,25.41,37.44,29.36,28.94,1.015,3.104,6.75,1.27,INSUFFICIENT,9060738,8811960,8.25,2026-05-26,0.04566,0.03118,7.48,False,False,False,,,,,,Western Union Co,Common Stock,2577589504.0,2026-07-28,62.0
VTV,11.25,68.39,8.54,21.77,10.4,11.66,0.892,0.888,2.38,1.94,INSUFFICIENT,2322718,3952574,212.13,2026-05-26,0.01286,0.00801,3.11,False,False,False,,,,,,Vanguard Value Index Fund ETF Shares,ETF,58147844096.0,,
AEO,51.55,68.52,47.83,86.7,47.79,56.04,0.853,4.483,22.62,1.68,INSUFFICIENT,4633723,5324661,17.13,2026-05-26,0.08163,0.04168,5.79,False,False,False,,,,,,American Eagle Outfitters Inc,Common Stock,2869736192.0,2026-05-28,1.0
LMT,26.78,68.78,16.76,32.99,18.23,25.15,0.725,1.981,0.79,1.23,INSUFFICIENT,1501061,1590790,532.9,2026-05-26,0.06173,0.02063,4.77,False,False,False,,,,,,Lockheed Martin Corporation,Common Stock,122867359744.0,2026-07-21,55.0
FANG,31.75,68.78,27.06,54.3,37.47,32.0,1.171,3.289,12.3,1.71,INSUFFICIENT,2507546,2891304,195.13,2026-05-26,0.04266,0.02796,5.46,False,False,False,,,,,,Diamondback Energy Inc,Common Stock,54892666880.0,2026-08-03,68.0
APLE,24.65,68.92,19.79,39.56,28.44,25.01,1.137,2.234,2.38,1.61,INSUFFICIENT,3576358,3069052,14.81,2026-05-26,0.04621,0.02148,2.61,False,False,False,,,,,,Apple Hospitality REIT Inc,Common Stock,3450127104.0,2026-08-03,68.0
CALY,58.71,68.92,49.66,78.07,78.64,56.74,1.386,6.013,50.79,1.33,INSUFFICIENT,3111549,3038273,15.52,2026-05-26,0.04291,0.04939,3.78,False,False,False,,,,,,Callaway Golf Company,Common Stock,2764671488.0,2026-08-06,71.0
LTH,45.02,68.92,28.18,48.43,67.45,48.76,1.383,4.854,97.62,1.08,INSUFFICIENT,3190296,3060637,33.22,2026-05-26,0.09889,0.04387,11.96,False,False,False,,,,,,Life Time Group Holdings Inc,Common Stock,7196746752.0,2026-08-04,69.0
AVTR,43.9,68.92,40.82,69.67,38.83,36.81,1.055,4.029,56.35,1.59,INSUFFICIENT,10045831,10832755,8.14,2026-05-26,0.03293,0.04545,3.8,False,False,False,,,,,,Avantor Inc,Common Stock,5543973888.0,2026-07-31,65.0
A,28.95,69.05,24.43,38.43,33.94,29.66,1.144,2.815,61.11,1.33,INSUFFICIENT,2181097,2198164,115.08,2026-05-26,0.02903,0.02963,3.25,False,False,False,,,,,,Agilent Technologies Inc,Common Stock,32521873408.0,2026-05-27,0.0
TSM,40.83,69.18,27.79,53.34,37.77,42.74,0.884,3.675,80.56,1.31,INSUFFICIENT,14055146,13899148,412.32,2026-05-26,0.03861,0.03129,3.33,False,False,False,,,,,,Taiwan Semiconductor Manufacturing,Common Stock,2098032410624.0,2026-07-16,50.0
KMI,20.71,69.18,18.18,33.39,25.68,21.08,1.218,2.236,6.75,1.61,INSUFFICIENT,11442642,13391226,32.87,2026-05-26,0.03,0.0206,2.33,False,False,False,,,,,,Kinder Morgan Inc,Common Stock,73130024960.0,2026-07-15,49.0
HMC,30.8,69.18,21.1,38.32,32.19,30.63,1.051,2.345,8.73,1.24,INSUFFICIENT,1917178,1642888,26.42,2026-05-26,0.03228,0.01521,3.75,False,False,False,,,,,,Honda Motor Co Ltd ADR,Common Stock,34345533440.0,2026-08-06,71.0
MP,74.5,69.31,69.01,114.37,73.11,74.93,0.976,7.521,62.3,1.54,INSUFFICIENT,6740162,6802927,66.99,2026-05-26,0.06647,0.06927,6.89,False,False,False,,,,,,MP Materials Corp,Common Stock,11475310592.0,2026-08-06,71.0
NU,41.78,69.44,28.51,61.36,41.24,36.81,1.12,3.913,81.35,1.47,INSUFFICIENT,45616964,53473745,12.98,2026-05-26,0.07242,0.0328,3.41,False,False,False,,,,,,Nu Holdings Ltd,Common Stock,62108741632.0,2026-08-13,78.0
TOST,54.07,69.44,34.93,55.65,66.33,51.18,1.296,5.701,89.68,1.03,INSUFFICIENT,11672948,11902402,23.32,2026-05-26,0.10406,0.03966,3.9,False,False,False,,,,,,Toast Inc,Common Stock,13461799936.0,2026-08-04,69.0
TTD,61.62,69.58,37.47,105.76,53.34,65.57,0.814,5.892,78.17,1.72,INSUFFICIENT,18548159,19025127,22.18,2026-05-26,0.0556,0.0514,5.94,False,False,False,,,,,,Trade Desk Inc,Common Stock,10389394432.0,2026-08-06,71.0
WMB,22.6,69.71,19.75,33.67,30.21,22.26,1.357,2.38,19.84,1.49,INSUFFICIENT,6179636,6855382,76.34,2026-05-26,0.03757,0.02308,2.39,False,False,False,,,,,,Williams Companies Inc,Common Stock,93363683328.0,2026-08-03,68.0
SMTC,68.32,69.71,52.42,119.34,69.55,77.4,0.898,7.05,91.67,1.75,INSUFFICIENT,2984803,2335551,164.46,2026-05-26,0.16806,0.06768,4.94,False,False,False,,,,,,Semtech Corporation,Common Stock,15313611776.0,,
MCD,17.6,69.84,14.29,22.71,18.59,17.95,1.036,1.958,45.24,1.29,INSUFFICIENT,3923619,3487368,279.26,2026-05-26,0.03971,0.01872,2.28,False,False,False,,,,,,McDonald’s Corporation,Common Stock,198415876096.0,2026-08-06,71.0
AMGN,27.6,69.84,24.42,31.39,27.09,23.09,1.173,2.179,0.4,1.14,INSUFFICIENT,2598372,2762420,335.94,2026-05-26,0.0247,0.02179,5.43,False,False,False,,,,,,Amgen Inc,Common Stock,181309603840.0,2026-08-04,69.0
NVCR,90.16,69.84,48.44,90.84,99.57,74.89,1.329,4.866,38.89,1.01,INSUFFICIENT,1739609,1838929,18.26,2026-05-26,0.16849,0.05626,11.9,False,False,False,,,,,,Novocure Ltd,Common Stock,2095200896.0,2026-07-23,57.0
HUT,108.06,69.97,76.17,119.75,128.02,106.87,1.198,9.952,76.59,1.11,INSUFFICIENT,5058522,4999496,112.54,2026-05-26,0.16705,0.0747,4.36,False,False,False,,,,,,Hut 8 Corp. Common Stock,Common Stock,11923717120.0,2026-08-06,71.0
IONQ,100.87,69.97,73.13,125.51,104.45,93.96,1.112,9.072,71.43,1.24,INSUFFICIENT,39458093,27341299,63.62,2026-05-26,0.13292,0.08944,4.33,False,False,False,,,,,,IONQ Inc,Common Stock,23116607488.0,,
CEG,53.34,70.11,33.13,77.37,54.13,51.66,1.048,4.645,63.89,1.45,INSUFFICIENT,3160755,3559562,301.57,2026-05-26,0.05732,0.0415,3.27,False,False,False,,,,,,Constellation Energy Corp,Common Stock,109877624832.0,2026-08-10,75.0
BRK-B,16.15,70.24,12.68,25.46,13.19,16.43,0.803,1.338,53.17,1.58,INSUFFICIENT,4963622,4854280,483.62,2026-05-26,0.01333,0.01354,3.28,False,False,False,,,,,,Berkshire Hathaway Inc,Common Stock,1049050546176.0,,
YUM,21.9,70.24,19.18,28.92,23.01,21.66,1.062,2.352,27.78,1.32,INSUFFICIENT,1761200,1861037,153.26,2026-05-26,0.02603,0.022,3.14,False,False,False,,,,,,Yum! Brands Inc,Common Stock,42448420864.0,2026-07-30,64.0
GILD,26.73,70.24,22.06,34.54,21.45,21.15,1.014,2.49,21.43,1.29,INSUFFICIENT,5956240,6753933,133.73,2026-05-26,0.02407,0.02351,3.71,False,False,False,,,,,,Gilead Sciences Inc,Common Stock,166035144704.0,2026-08-06,71.0
VO,14.17,70.63,9.75,25.26,12.24,14.25,0.859,1.094,2.38,1.78,INSUFFICIENT,2509090,3118546,78.56,2026-05-26,0.00984,0.01007,2.26,False,False,False,,,,,,Vanguard Mid-Cap Index Fund ETF Shares,ETF,39106060288.0,,
AA,56.04,70.63,39.61,61.68,52.15,55.56,0.939,4.157,43.65,1.1,INSUFFICIENT,4412455,6294519,74.57,2026-05-26,0.04982,0.03866,3.33,False,False,False,,,,,,Alcoa Corp,Common Stock,19678267392.0,2026-07-15,49.0
STT,28.41,70.77,21.52,35.86,22.2,24.83,0.894,1.916,0.79,1.26,INSUFFICIENT,2084895,2116648,158.52,2026-05-26,0.02504,0.01966,2.29,False,False,False,,,,,,State Street Corp,Common Stock,43873112064.0,2026-07-14,48.0
IWF,18.13,70.9,11.42,33.77,11.59,18.33,0.632,1.234,0.79,1.86,INSUFFICIENT,5112871,10612683,125.66,2026-05-26,0.02437,0.01197,5.92,False,False,False,,,,,,iShares Russell 1000 Growth ETF,ETF,86184189952.0,,
NESR,57.02,71.03,42.47,63.45,53.99,55.14,0.979,4.896,51.19,1.11,INSUFFICIENT,1922858,1983744,25.89,2026-05-26,0.04482,0.04731,5.08,False,False,False,,,,,,National Energy Services Reunited Corp Ordinary Shares,Common Stock,2607910144.0,2026-08-18,83.0
EIX,25.17,71.3,22.19,37.88,21.65,22.82,0.948,2.553,6.75,1.5,INSUFFICIENT,2676376,3177618,71.24,2026-05-26,0.01674,0.02516,2.98,False,False,False,,,,,,Edison International,Common Stock,27412719616.0,2026-07-30,64.0
NKE,39.64,71.3,27.33,54.66,26.76,42.91,0.624,2.495,4.37,1.38,INSUFFICIENT,20291344,19578110,44.94,2026-05-26,0.03006,0.02444,7.4,False,False,False,,,,,,Nike Inc,Common Stock,66551062528.0,2026-06-25,29.0
BALL,30.08,71.3,21.66,31.14,32.94,28.75,1.146,2.573,67.06,1.04,INSUFFICIENT,2742871,2382583,56.55,2026-05-26,0.05037,0.02663,2.85,False,False,False,,,,,,Ball Corporation,Common Stock,15076208640.0,2026-08-04,69.0
BIDU,47.18,71.43,34.96,58.39,64.92,49.63,1.308,6.173,100.0,1.24,INSUFFICIENT,2635020,2439843,126.83,2026-05-26,0.06369,0.03775,6.9,False,False,False,,,,,,Baidu Inc,Common Stock,43154247680.0,2026-08-19,84.0
BK,23.73,71.43,15.73,32.36,16.9,17.98,0.94,2.028,11.11,1.36,INSUFFICIENT,3784808,3581524,141.05,2026-05-26,0.01934,0.02065,2.66,False,False,False,,,,,,The Bank of New York Mellon Corporation,Common Stock,94143750144.0,2026-07-15,49.0
LUMN,87.3,71.43,61.46,98.7,87.21,66.52,1.311,8.068,82.94,1.13,INSUFFICIENT,14056527,13978338,10.17,2026-05-26,0.06417,0.07232,4.83,False,False,False,,,,,,Lumen Technologies Inc,Common Stock,10478263296.0,2026-07-30,64.0
BNY,23.73,71.43,15.73,32.36,16.9,17.98,0.94,2.029,11.11,1.36,INSUFFICIENT,3748841,3700576,141.05,2026-05-26,0.01934,0.02066,2.61,False,False,False,,,,,,BNY,Common Stock,96399876096.0,2026-07-15,49.0
SLB,34.5,71.56,28.05,47.36,26.46,36.38,0.727,2.537,1.98,1.37,INSUFFICIENT,13116797,17643765,57.98,2026-05-26,0.03362,0.02491,4.1,False,False,False,,,,,,Schlumberger NV,Common Stock,87012360192.0,2026-07-24,58.0
EW,28.95,71.56,18.73,28.95,29.87,29.34,1.018,2.838,78.17,1.0,INSUFFICIENT,5202887,4861390,87.54,2026-05-26,0.02763,0.02988,3.13,False,False,False,,,,,,Edwards Lifesciences Corp,Common Stock,50405531648.0,2026-07-23,57.0
DECK,48.26,71.56,37.59,76.14,46.6,41.94,1.111,3.691,64.68,1.58,INSUFFICIENT,2019662,2367105,111.44,2026-05-26,0.05854,0.03624,8.7,False,False,False,,,,,,Deckers Outdoor Corporation,Common Stock,15476894720.0,2026-07-23,57.0
IJH,17.53,71.56,13.21,29.15,17.2,18.53,0.928,1.43,20.24,1.66,INSUFFICIENT,7129202,14408229,74.65,2026-05-26,0.01191,0.0125,3.84,False,False,False,,,,,,iShares Core S&P Mid-Cap ETF,ETF,68756684800.0,,
CRGY,50.13,71.56,44.85,72.94,48.51,47.71,1.017,4.368,9.13,1.46,INSUFFICIENT,7152010,7852837,12.43,2026-05-26,0.04505,0.03451,6.09,False,False,False,,,,,,Crescent Energy Co,Common Stock,4254301184.0,2026-08-03,68.0
OVV,37.14,71.69,32.33,63.08,39.05,37.05,1.054,3.675,48.81,1.7,INSUFFICIENT,3788036,4640519,56.47,2026-05-26,0.04544,0.03048,4.79,False,False,False,,,,,,Ovintiv Inc,Common Stock,16507032576.0,,
BLDR,48.39,71.69,40.15,52.98,59.25,50.44,1.174,5.076,82.94,1.09,INSUFFICIENT,2655658,2432133,74.41,2026-05-26,0.09641,0.05006,2.88,False,False,False,,,,,,Builders FirstSource Inc,Common Stock,8003530240.0,2026-07-30,64.0
AAPL,24.79,71.69,17.86,45.9,17.31,21.03,0.823,1.778,15.87,1.85,INSUFFICIENT,47308052,47134948,308.33,2026-05-26,0.05372,0.01935,3.67,False,False,False,,,,,,Apple Inc,Common Stock,4528552280064.0,2026-07-30,64.0
LULU,46.08,71.83,36.72,63.47,35.09,45.97,0.763,3.048,16.67,1.38,INSUFFICIENT,3190102,2790013,127.35,2026-05-26,0.11798,0.03173,6.79,False,False,False,,,,,,Lululemon Athletica Inc.,Common Stock,15224807424.0,,
XEL,20.47,71.96,15.27,23.95,25.48,21.48,1.186,1.696,0.4,1.17,INSUFFICIENT,5097300,4925410,80.78,2026-05-26,0.01495,0.01885,3.13,False,False,False,,,,,,Xcel Energy Inc,Common Stock,50428493824.0,2026-07-30,64.0
PAGS,51.77,72.35,41.83,58.43,60.4,52.34,1.154,4.844,8.33,1.13,INSUFFICIENT,3717790,4014608,9.22,2026-05-26,0.07315,0.03895,3.27,False,False,False,,,,,,PagSeguro Digital Ltd,Common Stock,2554806784.0,2026-08-12,77.0
TRMB,34.99,72.62,20.26,39.79,37.27,32.05,1.163,4.264,99.6,1.14,INSUFFICIENT,2151310,2151466,56.34,2026-05-26,0.09163,0.03506,3.03,False,False,False,,,,,,Trimble Inc,Common Stock,13133503488.0,2026-08-05,70.0
AVPT,47.19,72.62,35.59,54.67,59.66,47.64,1.252,5.373,92.46,1.16,INSUFFICIENT,1881530,1924104,10.37,2026-05-26,0.03699,0.04577,4.99,False,False,False,,,,,,Avepoint Inc,Common Stock,2181657088.0,2026-08-06,71.0
XYZ,54.49,72.62,37.35,73.66,37.62,41.75,0.901,3.944,63.49,1.35,INSUFFICIENT,5584179,7535450,69.17,2026-05-26,0.026,0.03302,6.63,False,False,False,,,,,,"Block, Inc",Common Stock,40519921664.0,2026-08-10,75.0
BTU,57.46,72.75,50.39,69.86,44.45,60.94,0.729,3.996,1.59,1.22,INSUFFICIENT,3068108,3338908,25.9,2026-05-26,0.05719,0.04155,4.15,False,False,False,,,,,,Peabody Energy Corp,Common Stock,3155501312.0,2026-07-30,64.0
OUST,100.84,72.75,79.15,110.55,140.49,105.62,1.33,10.525,80.95,1.1,INSUFFICIENT,4477550,2729078,42.7,2026-05-26,0.15536,0.11513,6.97,False,False,False,,,,,,"Ouster, Inc. Common Stock",Common Stock,2357809152.0,,
HOG,42.86,72.75,31.34,55.76,56.2,45.99,1.222,5.13,90.48,1.3,INSUFFICIENT,3117879,3507813,23.21,2026-05-26,0.03916,0.04635,3.63,False,False,False,,,,,,Harley-Davidson Inc,Common Stock,2443277312.0,2026-07-29,63.0
PEGA,58.05,72.88,37.79,73.59,32.02,45.36,0.706,4.562,50.79,1.27,INSUFFICIENT,2287774,2357924,34.33,2026-05-26,0.08752,0.04565,4.84,False,False,False,,,,,,Pegasystems Inc,Common Stock,5737094144.0,2026-07-21,55.0
SO,18.68,72.88,11.73,22.78,20.27,17.04,1.189,1.625,0.0,1.22,INSUFFICIENT,5063241,5782325,94.09,2026-05-26,0.01437,0.0152,3.06,False,False,False,,,,,,Southern Company,Common Stock,106067755008.0,2026-07-30,64.0
KEEL,102.64,73.02,73.88,129.26,104.27,97.32,1.071,9.9,71.43,1.26,INSUFFICIENT,34864313,34244200,5.13,2026-05-26,0.20093,0.09665,5.2,False,False,False,,,,,,Bitfarms Ltd.,Common Stock,2904416000.0,,
SE,56.48,73.28,41.8,58.94,60.8,62.36,0.975,5.593,92.46,1.04,INSUFFICIENT,4542542,5322732,89.02,2026-05-26,0.03281,0.04332,8.65,False,False,False,,,,,,Sea Ltd,Common Stock,54523371520.0,2026-08-11,76.0
COST,20.1,73.28,16.24,28.43,24.89,19.97,1.247,2.418,99.6,1.41,INSUFFICIENT,1906116,2015411,1002.93,2026-05-26,0.02809,0.0211,4.7,False,False,False,,,,,,Costco Wholesale Corp,Common Stock,444952444928.0,2026-05-28,1.0
CLS,73.89,73.41,52.04,103.65,79.72,73.0,1.092,6.135,57.54,1.4,INSUFFICIENT,2319493,2444767,370.84,2026-05-26,0.06202,0.05882,3.82,False,False,False,,,,,,Celestica Inc.,Common Stock,42636623872.0,,
W,70.84,73.41,47.82,103.09,85.2,66.29,1.285,5.708,57.54,1.46,INSUFFICIENT,4461148,4002428,71.92,2026-05-26,0.11135,0.06102,5.39,False,False,False,,,,,,Wayfair Inc,Common Stock,8853005312.0,2026-08-03,68.0
IWD,12.26,73.41,8.73,22.86,11.99,13.1,0.915,0.956,6.35,1.86,INSUFFICIENT,1760046,3200921,238.3,2026-05-26,0.01705,0.00799,4.2,False,False,False,,,,,,iShares Russell 1000 Value ETF,ETF,48387575808.0,,
PCAR,27.49,73.94,23.52,34.79,32.37,28.58,1.133,2.306,6.75,1.27,INSUFFICIENT,2850745,3019274,112.01,2026-05-26,0.05488,0.02435,3.24,False,False,False,,,,,,PACCAR Inc,Common Stock,58949324800.0,2026-07-21,55.0
FDX,32.67,73.94,22.25,43.16,46.03,35.13,1.311,2.612,30.56,1.32,INSUFFICIENT,1565530,1821904,400.0,2026-05-26,0.02969,0.02878,5.27,False,False,False,,,,,,FedEx Corporation,Common Stock,95442698240.0,2026-06-23,27.0
FISV,40.14,74.21,31.59,103.87,45.93,36.55,1.257,3.398,62.3,2.59,LOW,6192261,7407199,55.61,2026-05-26,0.06097,0.03191,15.57,False,False,False,,,,,,"Fiserv, Inc. Common Stock",Common Stock,30464800768.0,2026-07-22,56.0
T,26.42,74.34,16.41,28.39,22.13,24.26,0.912,2.188,1.59,1.07,INSUFFICIENT,35877555,42038691,25.02,2026-05-26,0.02543,0.0203,3.38,False,False,False,,,,,,AT&T Inc.,Common Stock,173847429120.0,2026-07-22,56.0
MDT,21.31,74.47,16.84,26.71,25.51,21.81,1.17,2.07,10.71,1.25,INSUFFICIENT,9507847,8932179,77.6,2026-05-26,0.04618,0.02116,2.98,False,False,False,,,,,,Medtronic PLC,Common Stock,99629465600.0,2026-06-03,7.0
SEDG,104.82,74.47,83.34,139.65,136.87,112.95,1.212,9.555,74.6,1.33,INSUFFICIENT,4668567,3824886,70.75,2026-05-26,0.18558,0.10554,4.35,False,False,False,,,,,,SolarEdge Technologies Inc,Common Stock,4044410368.0,2026-08-05,70.0
SJM,26.69,74.47,22.35,38.66,23.36,21.92,1.066,2.558,6.35,1.45,INSUFFICIENT,1888702,2045202,102.32,2026-05-26,0.03488,0.02427,7.18,False,False,False,,,,,,The J. M. Smucker Company,Common Stock,10912256000.0,2026-06-09,13.0
FTNT,47.28,74.6,26.21,61.0,66.88,49.87,1.341,4.418,92.46,1.29,INSUFFICIENT,5890513,6513624,133.96,2026-05-26,0.19745,0.03632,4.13,False,False,False,,,,,,Fortinet Inc,Common Stock,98145583104.0,2026-08-05,70.0
GGB,37.47,74.6,27.76,45.62,39.82,39.42,1.01,3.492,29.76,1.22,INSUFFICIENT,17620071,20217506,4.68,2026-05-26,0.04701,0.03154,4.04,False,False,False,,,,,,Gerdau SA ADR,Common Stock,9344830464.0,2026-08-04,69.0
TRU,45.45,74.74,32.78,56.84,37.46,37.84,0.99,3.885,66.27,1.25,INSUFFICIENT,2154932,2586848,70.57,2026-05-26,0.04646,0.03859,11.38,False,False,False,,,,,,TransUnion,Common Stock,13594328064.0,2026-07-23,57.0
SMFG,33.32,74.87,23.69,40.88,25.24,33.99,0.743,2.06,5.16,1.23,INSUFFICIENT,2035595,2230456,22.93,2026-05-26,0.0375,0.01511,3.27,False,False,False,,,,,,Sumitomo Mitsui Financial Group Inc,Common Stock,144426483712.0,2026-07-30,64.0
BBWI,56.36,74.87,41.1,74.04,53.25,59.08,0.901,4.818,38.49,1.31,INSUFFICIENT,5828927,5610030,17.73,2026-05-26,0.06656,0.04609,6.94,False,False,False,,,,,,Bath & Body Works Inc.,Common Stock,3576553472.0,2026-05-27,0.0
MGY,33.49,74.87,26.21,50.38,39.25,34.44,1.14,3.461,46.83,1.5,INSUFFICIENT,2262300,2865726,28.15,2026-05-26,0.03129,0.02925,3.3,False,False,False,,,,,,Magnolia Oil & Gas Corp,Common Stock,5569383424.0,2026-08-05,70.0
HAS,36.82,74.87,21.95,50.31,42.4,37.34,1.136,3.868,90.87,1.37,INSUFFICIENT,2021682,1929025,87.99,2026-05-26,0.02923,0.02848,3.74,False,False,False,,,,,,Hasbro Inc,Common Stock,12449765376.0,,
NMR,34.3,74.87,24.44,42.12,27.98,35.52,0.788,1.965,14.29,1.23,INSUFFICIENT,1537695,1838326,8.07,2026-05-26,0.03271,0.01664,4.48,False,False,False,,,,,,Nomura Holdings Inc ADR,Common Stock,23702224896.0,2026-07-28,62.0
FLR,50.78,74.87,38.78,74.25,72.13,55.02,1.311,5.37,85.71,1.46,INSUFFICIENT,2882689,2780741,46.86,2026-05-26,0.07252,0.04137,4.17,False,False,False,,,,,,Fluor Corporation,Common Stock,6544930816.0,2026-07-31,65.0
ZBH,30.82,75.0,22.69,38.09,49.51,34.34,1.442,2.739,70.24,1.24,INSUFFICIENT,2556646,2297129,84.41,2026-05-26,0.0608,0.02905,5.2,False,False,False,,,,,,Zimmer Biomet Holdings Inc,Common Stock,16513957888.0,2026-08-06,71.0
SRE,20.68,75.0,18.26,45.54,20.91,19.65,1.064,2.256,25.4,2.2,LOW,3374540,3794410,91.55,2026-05-26,0.01648,0.01929,3.86,False,False,False,,,,,,Sempra Energy,Common Stock,59845324800.0,2026-08-06,71.0
COF,36.91,75.0,24.28,50.33,22.85,27.49,0.831,2.487,11.9,1.36,INSUFFICIENT,4315513,5108601,186.42,2026-05-26,0.03551,0.0217,3.72,False,False,False,,,,,,Capital One Financial Corporation,Common Stock,116007821312.0,2026-07-21,55.0
